NISS_patient,medecin,inami_medecin,pharmacien,inami_pharmacien,medicament_nom_commercial,DCI,date_prescription,date_vente,duree_traitement
668137384928,LEMAIRE,217643234271,DEMAREST,676688226304,Duloxin,DEGARELIX ,07/02/2006,07/08/2006,365
668137384928,DUPONT,36838645336,LANGLOIS,155797849838,Avicant,CARBOPLATINE,05/04/2000,05/06/2000,730
668137384928,LECOMTE,501908044353,SAUNIER,149651198072,Lorastad,MOCLOBEMIDE,04/10/1973,04/13/1973,3650
668137384928,DUBUC,929855336339,HAREL,60139234595,Gynovin,ARIPIPRAZOLE,05/08/1935,05/11/1935,60
668137384928,BARRE,168299837897,DUBOS,611204471453,Kenflex,DONEPEZIL,08/05/2006,08/08/2006,365
668137384928,DELAUNE,364780447812,GILLE,511996186319,Lipoxen,MEFLOQUINE,12/18/1937,12/20/1937,30
668137384928,FRANCOIS,746205735423,FRIBOULET,561153866477,Limbitrol,INDINAVIR,01/10/1991,01/10/1991,15
668137384928,LEBRUN,979270483353,POTEL,568202117595,Hydroserp,BROMOCRIPTINE,07/23/2010,07/25/2010,28
668137384928,FRIBOULET,463032548923,LEFEBVRE,132478631169,Liofora,ITRACONAZOLE,11/01/1972,11/03/1972,2
668137384928,MUTEL,950213748539,LEVILLAIN,644064691457,Folipro,NILOTINIB,06/12/2006,06/13/2006,5
668137384928,CLATOT,373337694008,POTEL,667116265802,Limbrel,INDINAVIR,02/05/2007,02/06/2007,3
192707100760,LANGLOIS,382517821914,QUESNEL,46207902490,Avicant,CARBOPLATINE,07/22/1989,07/24/1989,30
192707100760,COLOMBEL,664991314059,MOUCHARD,54655002612,Livazo,METHYLPREDNISOLONE,08/25/2003,08/29/2003,120
192707100760,MARTEL,66443930415,GOUPIL,945427022339,Hydramax,BOSENTAN,10/27/2009,10/27/2009,120
192707100760,DUJARDIN,613615284746,FRERET,584647012581,Anfarin,PANITUMUMAB,12/18/2018,12/18/2018,15
192707100760,DELAUNAY,34662622115,MABIRE,645019441550,Lipoxen,MEFLOQUINE,06/07/2018,06/12/2018,120
192707100760,LACHEVRE,881956980720,LECOEUR,788793932023,Lipanthyl,ITRACONAZOLE,12/28/2004,12/30/2004,3650
192707100760,BERANGER,90036898981,LECLERC,291447327833,Lipolax,LORATADINE,06/23/1998,06/27/1998,5
192707100760,RICHARD,861061902999,CLEMENT,976399168055,Lomofren,METOPROLOL,06/15/1993,06/17/1993,3
192707100760,DEMAREST,265571451325,BEAUFILS,792368554760,Loralerg,MIRTAZAPINE,04/24/1992,04/24/1992,730
192707100760,LEMIRE,576640689455,GROULT,248999854685,Macrodantin,PREDNISOLONE,10/18/2003,10/24/2003,7
192707100760,LEFEBVRE,303699482145,LECANU,606805240736,Galvastin,LOMUSTINE,02/21/1993,02/23/1993,15
192707100760,FRANCOIS,746205735423,VAUTIER,346878859878,Losap,NELFINAVIR,06/13/2014,06/14/2014,30
192707100760,CORNU,627442429591,LEMAITRE,124798830594,Dopacan,ANAGRELIDE,07/01/2013,07/07/2013,28
192707100760,PHILIPPE,154853156743,ROUSSELIN,526534691848,Atorfix,CARBOPLATINE,03/08/2020,03/14/2020,56
229839472920,HEUZE,908054530433,BLANCHARD,593759428319,Hydrinol,BOSENTAN,07/04/2018,07/06/2018,60
229839472920,LOISEL,412256346595,MARC,633319227389,Kanrex,DICLOFENAC,12/14/1998,12/18/1998,60
229839472920,FREMONT,742418596838,DELABARRE,782171334531,Karbis,DILTIAZEM,09/17/2005,09/18/2005,3650
229839472920,SENECAL,540180136237,DELAPORTE,815742212325,Kanrex,DICLOFENAC,10/12/2001,10/17/2001,15
229839472920,CAUCHOIS,43481836720,HUBERT,232805177428,Dicloflux,DOXORUBICINE,12/23/1990,12/27/1990,7
229839472920,PELLETIER,672144058521,HERICHER,417199448944,Majezik,PROPRANOLOL,04/20/1970,04/26/1970,3650
229839472920,RIOULT,297578058480,DELABARRE,782171334531,Lertamine,GLICLAZIDE,02/10/2008,02/15/2008,30
229839472920,LEMIRE,576640689455,LOUVEL,681021734325,Macmiror,PREDNISOLONE,11/13/2017,11/16/2017,5
229839472920,RICHARD,925057210698,GRUEL,804228571860,Glyburin,ACENOCOUMAROL,10/20/2008,10/25/2008,3650
229839472920,BELLET,674270076784,LANGLOIS,155797849838,Chlorestol,BUSULFAN,08/25/1976,08/26/1976,3650
229839472920,HERVIEU,914798616333,DEHAIS,549051172271,Ivergot,CLOZAPINE,08/28/2013,08/31/2013,365
229839472920,CARON,296062204840,DUFOUR,170405314090,Laroxyl,FLURBIPROFENE,01/06/2001,01/10/2001,3
229839472920,LEMIRE,576640689455,HERICHER,417199448944,Kanoprem,DICLOFENAC,12/10/1987,12/15/1987,730
229839472920,MALLET,715147088037,FORTIER,783416028205,Lertamine,GLICLAZIDE,11/22/1991,11/22/1991,120
229839472920,LECONTE,69979380845,LOISEL,881182873340,Kremzyn,ESOMEPRAZOLE,11/11/2002,11/15/2002,28
229839472920,DELAUNAY,233366296957,RIOULT,817552118441,Lasiletten,FLURBIPROFENE,03/21/1979,03/27/1979,56
229839472920,BENARD,108875494924,DUMESNIL,190325020227,Kansolox,DILTIAZEM,05/12/1986,05/17/1986,365
500327685669,DUTOT,894898780497,LEVASSEUR,211792820366,Malegra,QUETIAPINE,10/13/1941,10/17/1941,5
500327685669,PELLERIN,328554925221,BREDEL,109934288899,Graniset,AMITRIPTYLINE,10/07/1991,10/09/1991,5
500327685669,BLANCHARD,10671959917,MARC,633319227389,Lipinorm,LEVOMEPROMAZINE,12/21/2019,12/27/2019,30
500327685669,DEMAREST,265571451325,LOUVET,181941561780,Glynase,ALPRAZOLAM,03/14/1969,03/15/1969,3650
500327685669,BARRE,168299837897,NEVEU,412845352618,Idamol,BUPIVACAÏNE,03/25/1951,03/31/1951,30
500327685669,CORDIER,416839787045,ROSE,853038478052,Maropitant,REPAGLINIDE,08/22/1937,08/26/1937,60
500327685669,GIFFARD,519422440276,LAMY,556818335507,Matrifen,RISPERIDONE,02/26/1945,03/04/1945,15
445072035981,DESJARDINS,406736862759,FONTAINE,64711501067,Markus Rohner Anti-Aging,REPAGLINIDE,12/18/1980,12/23/1980,120
445072035981,BRETON,493377856323,SENECAL,325922365310,Lithioderm,MELOXICAM,09/22/1969,09/27/1969,3650
445072035981,FERET,982805115978,ADAM,246773610886,Lithioderm,MELOXICAM,04/08/1978,04/13/1978,7
445072035981,BENOIST,820849292274,LAMY,972996161030,Gentiplex,AMSACRINE,04/21/1978,04/24/1978,60
445072035981,FORTIN,524834330953,BERNARD,700209238577,Lidil,IBUPROFENE,04/06/2011,04/09/2011,28
445072035981,FORTIN,524834330953,DUBOS,611204471453,Lisodur,MELOXICAM,01/21/2020,01/27/2020,3
445072035981,ARGENTIN,980812996437,BOULANGER,431806910155,Lisodur,MELOXICAM,05/13/2005,05/14/2005,120
445072035981,MARY,958419757511,LEMONNIER,791664168991,Immusporin,CELECOXIB,01/04/1991,01/08/1991,15
445072035981,FERET,982805115978,CARDON,473770579713,Lormeg,NAPROXENE,02/04/1950,02/07/1950,60
445072035981,DELAFOSSE,382160746969,BLONDEL,916295870404,Fenapil,MEGESTROL,06/14/1961,06/14/1961,30
327389127378,RIOULT,297578058480,LEBAS,236464181957,Kenflex,DONEPEZIL,01/02/2021,01/08/2021,3
511623495671,GOSSE,187231989128,POULAIN,289437513500,Diprazin,ETOPOSIDE,04/11/2008,04/13/2008,28
511623495671,LEGRAS,356343965047,CADINOT,577529633304,Inmecin,CITALOPRAM,03/15/2015,03/19/2015,56
511623495671,ROUSSEL,135747643279,LEMARIE,706768859486,Kanrex,DICLOFENAC,09/27/1988,10/01/1988,7
511623495671,LEMIRE,576640689455,CLEMENT,732535611615,Macmiror,PREDNISOLONE,07/19/2009,07/20/2009,3
511623495671,LANGLOIS,546096898347,FREMONT,795916192956,Laroxyl,FLURBIPROFENE,04/20/2016,04/26/2016,120
511623495671,LEVILLAIN,539658806729,LECLERC,205713092361,Lidestol,IBUPROFENE,02/22/2014,02/27/2014,28
511623495671,PHILIPPE,154853156743,LEFORT,499947416926,Lidestol,IBUPROFENE,03/28/2018,03/30/2018,15
511623495671,MOTTE,72768837276,DESHAYES,281095929470,Levitra,HALOPERIDOL,06/10/2017,06/14/2017,30
485402623305,LENORMAND,470650054865,CHEVALLIER,142381096286,Lipoxen,MEFLOQUINE,02/15/2012,02/21/2012,2
31609614861,DELAMARE,9936083029,HAREL,60139234595,Enexin,TOREMIFENE,02/15/2007,02/21/2007,365
31609614861,PARIS,669294202103,DUCLOS,993671120117,Lipofren,LORATADINE,08/31/2010,09/06/2010,30
31609614861,HAREL,297935617514,MULOT,25651294959,Liraglutid,MEFLOQUINE,02/12/2010,02/14/2010,60
31609614861,MALANDAIN,330266523243,FONTAINE,64711501067,Lyxumia,PRASUGREL,05/03/1988,05/07/1988,56
31609614861,BAILLEUL,977695238476,DUFOUR,170405314090,Flemoxin,GEFITINIB,11/07/2012,11/13/2012,120
31609614861,MALLET,715147088037,BLONDEL,916295870404,Lusopressan,PANTOPRAZOLE,10/20/2002,10/26/2002,56
31609614861,DROUET,130906640348,FREMONT,795916192956,Lumigan,ONDANSETRON,12/09/2005,12/15/2005,730
31609614861,PELLERIN,707692967032,POULAIN,806751992071,Ismolax,CLOPIDOGREL,08/04/2001,08/10/2001,5
31609614861,BENOIST,820849292274,LEMERCIER,893785511743,Kryptocur,ESOMEPRAZOLE,05/01/2014,05/02/2014,2
31609614861,PREVOST,524032410205,GOSSE,439713517317,Losargamma,NELFINAVIR,10/09/2012,10/10/2012,3
31609614861,DESCHAMPS,868928069574,VATINEL,546964497503,Korzem,ESOMEPRAZOLE,08/06/2002,08/12/2002,5
31609614861,PELLERIN,707692967032,HAMEL,709533908459,Glicetanil,ACENOCOUMAROL,11/27/1999,12/01/1999,3
31609614861,PARIS,669294202103,CHEVALLIER,767419623579,Lipicard,LANSOPRAZOLE,02/21/2009,02/23/2009,3650
31609614861,LECANU,247595697354,DUCHEMIN,947320143264,Lithioderm,MELOXICAM,05/19/2007,05/25/2007,15
31609614861,TALBOT,689190871633,GIFFARD,474814337424,Lipoxen,MEFLOQUINE,08/30/2019,09/05/2019,2
31609614861,BRETON,493377856323,FRERET,584647012581,Lidestol,IBUPROFENE,07/09/1986,07/11/1986,3
588370965802,CARON,208131386655,CADINOT,577529633304,Lorelco,MONTELUKAST,06/29/2014,06/29/2014,15
588370965802,BOURDON,909229356219,DUCLOS,151850603685,Kemadren,DIPHENHYDRAMINE,09/29/2016,10/04/2016,730
588370965802,BENARD,108875494924,BREDEL,446155957903,Lefosan,FOSAMPRENAVIR,03/11/2017,03/11/2017,60
588370965802,QUIBEL,974467362920,LEGRAS,23383396734,Asmavent,TRASTUZUMAB,05/18/2011,05/23/2011,5
588370965802,LECONTE,69979380845,LEVASSEUR,803072306298,Lipohexal,LORATADINE,10/17/1998,10/17/1998,730
588370965802,ALEXANDRE,79056308748,LEMIRE,998088142669,Lorelco,MONTELUKAST,08/26/2003,08/26/2003,56
588370965802,BOURDON,909229356219,DELAHAYE,35185900372,Dipilox,ETOPOSIDE,04/19/2008,04/20/2008,30
588370965802,ARGENTIN,980812996437,LECOQ,872957269224,Inmecin,CITALOPRAM,04/14/1999,04/17/1999,3650
588370965802,LEGENDRE,272262712618,BELLENGER,97666991728,Kemadren,DIPHENHYDRAMINE,06/09/2016,06/10/2016,28
588370965802,ALEXANDRE,79056308748,TALBOT,392734715013,Macrodex,PROMETHAZINE,03/09/2014,03/11/2014,2
627537312794,DUBOSC,831243339647,AUBIN,855655606025,Leukeran,GLIMEPIRIDE,07/21/1927,07/26/1927,120
627537312794,DUMESNIL,957260423023,ROUSSEAU,122944993242,Dexalax,BORTEZOMIB,07/20/2017,07/24/2017,56
627537312794,DUFOUR,128726035284,BLANCHARD,893006859724,Lorzaar,NAPROXENE,08/14/2003,08/18/2003,30
627537312794,DUPONT,36838645336,DUFOUR,170405314090,Lukast,ONDANSETRON,05/21/2003,05/26/2003,5
627537312794,FOLLIOT,44133993198,CARPENTIER,582345399548,Diconex,EPIRUBICINE,04/16/2012,04/18/2012,28
627537312794,LECOMTE,501908044353,BREDEL,109934288899,Lidoxin,IMIPRAMINE,09/30/1941,10/03/1941,365
627537312794,MALANDAIN,157546624580,LECOQ,338378247493,Glynase,ALPRAZOLAM,05/17/1971,05/17/1971,2
296009189219,PELLERIN,328554925221,LECROQ,187713601044,Chlorestol,BUSULFAN,07/26/2020,07/30/2020,5
424368472093,LEROY,506588946916,AUGER,353030337661,Kenflex,DONEPEZIL,07/27/2010,08/01/2010,15
424368472093,BREDEL,936183455300,DEHAIS,826038260632,Lusopress,PANTOPRAZOLE,06/25/2004,07/01/2004,7
424368472093,LEMIRE,576640689455,LAMY,556818335507,Livazo,METHYLPREDNISOLONE,02/25/2014,02/26/2014,28
424368472093,LAMY,307468240579,LECANU,606805240736,Lutinus,PANTOPRAZOLE,09/06/2014,09/08/2014,28
424368472093,BOULANGER,775942854102,COURTOIS,265039700441,Macrodantin,PREDNISOLONE,09/27/2012,09/28/2012,3
789418371692,FERON,653511979042,SAUVAGE,448813853206,Alvogest,CETUXIMAB,03/19/1966,03/20/1966,730
789418371692,DUTOT,894898780497,QUESNEY,212432996906,Inotop,CLOBAZAM,03/01/1946,03/04/1946,28
789418371692,CHANDELIER,669036934980,DUFOUR,170405314090,Gynovin,ARIPIPRAZOLE,02/21/1991,02/24/1991,15
789418371692,LEVASSEUR,199114282358,LELEU,495392300903,Lindisc,IRBESARTAN,04/24/2005,04/24/2005,730
789418371692,BRUMENT,455103501850,BARBIER,448943146714,Lysalgo,PARACETAMOL,03/30/1949,03/30/1949,5
789418371692,DUJARDIN,655873670670,MOTTE,258621787004,Loterix,NIFEDIPINE,06/12/1997,06/12/1997,2
789418371692,BOCQUET,65558722177,FOSSE,841458252885,Lomofren,METOPROLOL,02/16/1950,02/20/1950,30
789418371692,PELLERIN,328554925221,BRETON,894592023082,Marevan,REBOXETINE,07/15/1995,07/16/1995,60
789418371692,PORET,319045503354,HENRY,718707341777,Lorano,MOCLOBEMIDE,05/01/1973,05/02/1973,5
789418371692,GRANCHER,181861372934,LECROQ,187713601044,Havrix,ATORVASTATINE,03/07/2001,03/13/2001,365
425790615267,FRANCOIS,746205735423,CADINOT,577529633304,Losatrix,NEVIRAPINE,03/15/1992,03/21/1992,7
425790615267,BERANGER,90036898981,GIFFARD,474814337424,Furobact,SUNITINIB,05/06/2001,05/10/2001,7
425790615267,FRANCOIS,746205735423,ALLAIS,225725432432,Lefosan,FOSAMPRENAVIR,08/02/1981,08/03/1981,3
425790615267,AUGER,184360871802,GRUEL,804228571860,Lovenox,NORETHISTERONE,12/25/2004,12/29/2004,30
425790615267,DUJARDIN,613615284746,DUBOC,485496770150,Losargamma,NELFINAVIR,10/31/1992,11/01/1992,5
425790615267,MORIN,922795567353,NICOLAS,799701809948,Marpres,RIFABUTINE,05/02/1997,05/04/1997,3650
425790615267,GUILBERT,135389206029,QUESNEY,212432996906,Ketovit,EFAVIRENZ,11/09/2015,11/12/2015,60
425790615267,COLOMBEL,664991314059,RECHER,749598080196,Livazo,METHYLPREDNISOLONE,05/21/1976,05/21/1976,730
425790615267,CARRE,429955320993,DEBRIS,87661659910,Losargamma,NELFINAVIR,10/26/2013,10/29/2013,730
425790615267,PELTIER,478127291131,BELLET,594631418667,Losargamma,NELFINAVIR,04/06/2007,04/08/2007,365
425790615267,MUTEL,250995462113,HERVIEUX,692988192418,Lametec,ETRAVIRINE,01/17/1989,01/22/1989,2
425790615267,ALEXANDRE,377959665299,QUESNEY,212432996906,Kanacill,DARUNAVIR,05/13/2014,05/17/2014,15
425790615267,PARMENTIER,479414577349,GALLAIS,600960895887,Lametec,ETRAVIRINE,12/18/1994,12/21/1994,3650
425790615267,ALEXANDRE,377959665299,NORMAND,405171430382,Lecicarbon,FOSAMPRENAVIR,03/12/1991,03/15/1991,2
425790615267,JAMET,426690941579,LEFEBVRE,132478631169,Agloprin,CETUXIMAB,11/06/2012,11/08/2012,5
425790615267,TALBOT,689190871633,DELAPORTE,815742212325,Domiperidone,MITOTANE,12/30/2013,12/31/2013,56
425790615267,FRANCOIS,746205735423,DENIS,980898490483,Lipanthyl,ITRACONAZOLE,02/03/1984,02/04/1984,365
479083773699,MARICAL,448026041773,LEMARIE,706768859486,Lipolax,LORATADINE,06/14/2020,06/19/2020,365
479083773699,BUISSON,149602559860,BIGOT,607851773510,Lipohexal,LORATADINE,10/19/2020,10/23/2020,15
476996735394,LEGRAS,356343965047,GOUPIL,945427022339,Lamitor,FENTANYL,05/27/1999,05/31/1999,30
476996735394,MORIN,922795567353,QUEVAL,778120925141,Lactulax,ETRAVIRINE,10/08/2016,10/12/2016,28
476996735394,CORDIER,181507672167,MULOT,25651294959,Lipazil,KETOCONAZOLE,04/17/1954,04/18/1954,120
476996735394,BARRE,564639629741,LELIEVRE,693040867493,Liraglutid,MEFLOQUINE,03/08/1947,03/13/1947,5
476996735394,DELAMARE,849874787116,LOUVET,181941561780,Ketorin,DUTASTERIDE,01/09/1951,01/09/1951,7
746087528634,MARTIN,314915603278,NIEL,509229634598,Klaridex,EPLERENONE,09/07/2018,09/10/2018,730
746087528634,ANGOT,764281699958,LEMERCIER,607722292753,Kaptoprils,DILTIAZEM,07/22/2016,07/26/2016,3
746087528634,GRANCHER,809271706293,DELAPORTE,815742212325,Flumetol,LAPATINIB,03/22/2019,03/26/2019,2
781762351213,FOLLIOT,44133993198,AUGER,81948115821,Haemoclar,ARIPIPRAZOLE,06/24/1936,06/24/1936,3
781762351213,HAUGUEL,279392566215,LECROQ,187713601044,Lanoprazone,FLECAÏNIDE,01/28/1942,01/28/1942,730
781762351213,MARY,851247046621,LEMARIE,706768859486,Lipofren,LORATADINE,01/05/2016,01/09/2016,28
781762351213,MORIN,922795567353,MOTTE,970260812896,Dopacan,ANAGRELIDE,01/26/1935,01/29/1935,365
781762351213,PELLERIN,328554925221,FREMONT,225290915696,Helicid,ATORVASTATINE,03/21/2009,03/24/2009,2
781762351213,GOSSE,121309254322,GODEFROY,610005280750,Glykosid,ALFENTANIL,06/02/1968,06/03/1968,120
781762351213,COUTURIER,861866991701,LEBOUCHER,453999580848,Gibixen,ASPARAGINASE,03/30/1982,03/30/1982,15
781762351213,DUMONTIER,774465828876,DUMESNIL,190325020227,Macrofurin,PREDNISOLONE,03/31/1965,04/06/1965,60
391507707556,MOTTE,72768837276,MABIRE,645019441550,Levemir,HALOPERIDOL,01/28/1982,02/01/1982,15
391507707556,MUTEL,250995462113,SANSON,384410442786,Halopred,ATAZANAVIR,04/17/2016,04/17/2016,56
391507707556,PHILIPPE,31444857441,NIEL,509229634598,Lisinopril,MEFLOQUINE,11/26/1994,11/27/1994,5
391507707556,CHANDELIER,669036934980,QUESNEL,793505952443,Iodocap,CLOMIPRAMINE,05/28/1961,05/28/1961,3
391507707556,GIFFARD,519422440276,LAINE,635454115643,Kanisporin,DIAZEPAM,08/24/1970,08/27/1970,3
391507707556,LEPRETRE,420605238261,CLEMENT,976399168055,Halopred,ATAZANAVIR,08/30/1965,09/01/1965,30
391507707556,HERVIEUX,191740900969,AUGER,353030337661,Fenolip,TRETINOINE,08/31/2016,09/02/2016,7
391507707556,BOIVIN,513018177423,CORNU,59848800370,Dexalax,BORTEZOMIB,10/06/2004,10/08/2004,120
391507707556,LEROY,556615855355,ANDRIEU,921530936540,Idamol,BUPIVACAÏNE,05/31/1963,06/01/1963,2
254247092318,LOUVEL,353932858329,GALLAIS,600960895887,Lysucin-T,PIOGLITAZONE,01/28/1990,01/31/1990,2
254247092318,MOUQUET,665888657720,ADAM,246773610886,Macrogol,PROGUANIL,12/03/1974,12/05/1974,28
254247092318,JOUEN,118587702167,HEDOUIN,259613842019,Carvaxa,FOTEMUSTINE,11/16/1964,11/17/1964,3650
394745809171,LEFRANCOIS,587318834205,LAURENT,97112961296,Liraglutid,MEFLOQUINE,05/27/1937,06/02/1937,730
394745809171,SELLIER,10859725557,GILLES,184480882791,Macrolane,PROGUANIL,12/26/1981,12/31/1981,7
394745809171,SELLIER,10859725557,LEJEUNE,104433036609,Lipoxen,MEFLOQUINE,02/14/1992,02/17/1992,365
394745809171,PELTIER,611792149551,POULAIN,289437513500,Lipohexal,LORATADINE,01/23/1950,01/26/1950,120
394745809171,LEPRETRE,420605238261,BACHELET,579137566985,Lipeq,KETOCONAZOLE,01/19/1965,01/23/1965,3
139098658772,CORNU,627442429591,CARPENTIER,533030075615,Kamistad,DARUNAVIR,10/17/2017,10/21/2017,365
139098658772,MARICAL,448026041773,GERVAIS,125815496076,Lipohexal,LORATADINE,11/14/2002,11/20/2002,3
139098658772,BUREL,992180529166,BELLET,594631418667,Lorazin,MONTELUKAST,11/22/2003,11/22/2003,15
139098658772,MUTEL,250995462113,FREMONT,795916192956,Lactulax,ETRAVIRINE,06/22/2015,06/22/2015,365
139098658772,CARRE,429955320993,SAUVAGE,740093864755,Losartan,NEVIRAPINE,09/17/2012,09/19/2012,30
139098658772,LECANU,19068943685,LECROQ,48235644971,Emezin,FULVESTRANT ,09/03/2003,09/09/2003,3650
139098658772,DELABARRE,511014192920,ETIENNE,433235414632,Lorelco,MONTELUKAST,08/03/2008,08/07/2008,5
139098658772,BOURDON,909229356219,PETIT,949320451322,Lorazepam,MONTELUKAST,12/19/2018,12/20/2018,28
409416745435,DUVAL,822687227224,LEVILLAIN,644064691457,Imizan,CARVEDILOL,08/09/2011,08/09/2011,56
409416745435,BACHELET,925514651423,MABIRE,645019441550,Lipocer,LIDOCAÏNE,03/08/2011,03/13/2011,5
409416745435,PARMENTIER,479414577349,DUCLOS,993671120117,Cosidil,THIOTEPA,07/14/2013,07/16/2013,365
409416745435,SENECAL,540180136237,DUFILS,153665418321,Macrodantin,PREDNISOLONE,10/09/2004,10/11/2004,15
409416745435,COUSIN,64774559483,QUESNEL,46207902490,Hachimycin,ARIPIPRAZOLE,09/15/2009,09/19/2009,7
409416745435,MAILLARD,854591964841,LOUVET,181941561780,Idilone,AMLODIPINE,10/01/2011,10/05/2011,30
409416745435,BRETON,493377856323,DEBRIS,87661659910,Lormeg,NAPROXENE,07/21/2003,07/26/2003,5
409416745435,HAUGUEL,279392566215,GRENIER,333355471624,Lotrial,NITRENDIPINE,08/30/2018,09/03/2018,60
409416745435,LEFEBVRE,303699482145,LAMY,556818335507,Glycomet,ACIDE VALPROÏQUE,05/21/2014,05/27/2014,5
409416745435,LECONTE,69979380845,DEMAREST,676688226304,Lorelco,MONTELUKAST,05/12/2017,05/16/2017,7
409416745435,MARTEL,66443930415,CAVELIER,2590864465,Lotensin,NIFEDIPINE,01/18/2014,01/18/2014,15
409416745435,FORTIN,524834330953,BACHELET,579137566985,Jumexil,COLCHICINE,02/25/2014,02/26/2014,28
409416745435,LEBRUN,979270483353,LEPREVOST,513472881803,Glynase,ALPRAZOLAM,12/02/2008,12/06/2008,56
409416745435,LAVENU,842864082607,DUMONT,191261723215,Lormeg,NAPROXENE,05/16/2008,05/17/2008,56
292512618775,HAMEL,274140166745,DUMENIL,188047831266,Losartan,NEVIRAPINE,05/02/2016,05/03/2016,56
292512618775,PIMONT,345608037934,BELLET,594631418667,Kanixone,DICLOFENAC,09/10/2016,09/15/2016,5
292512618775,ANQUETIL,189556018703,DEBRIS,87661659910,Gentamicin,ALEMTUZUMAB,03/26/2017,03/28/2017,730
292512618775,ROGER,635338131347,CLATOT,373777729200,Lenitral,GLIBENCLAMIDE,05/04/2018,05/10/2018,730
292512618775,ROUSSEL,135747643279,LEMAITRE,124798830594,Macrofurin,PREDNISOLONE,04/16/2017,04/16/2017,7
292512618775,DUPONT,36838645336,LAINE,955028192613,Lipidal,LANSOPRAZOLE,11/19/2017,11/24/2017,5
292512618775,MALLET,715147088037,THIERRY,284064093368,Leuplin,GLIPIZIDE,10/05/2018,10/11/2018,60
292512618775,ANDRIEU,642238361401,FRANCOIS,633380878862,Kanaplex,DESOGESTREL,03/20/2018,03/22/2018,3650
292512618775,PREVOST,524032410205,HAZARD,794095655794,Ketoprom,DUTASTERIDE,09/26/2020,09/27/2020,5
292512618775,CAUCHOIS,293373773626,LACAILLE,382830537208,Kemadren,DIPHENHYDRAMINE,10/09/2018,10/13/2018,2
292512618775,BREARD,328738438022,FORTIN,762175463053,Kanrex,DICLOFENAC,07/09/2017,07/13/2017,15
292512618775,BUNEL,743678677111,NICOLAS,799701809948,Lorelco,MONTELUKAST,03/31/2016,04/06/2016,3
292512618775,SOREL,136247343016,LELIEVRE,693040867493,Kanrex,DICLOFENAC,06/17/2020,06/22/2020,15
292512618775,FREMONT,962539054354,GRENET,80156206744,Levaxin,GRANISETRON,11/19/2018,11/25/2018,28
292512618775,DELAUNE,364780447812,POTEL,568202117595,Macromax,PROGUANIL,04/08/2020,04/10/2020,28
292512618775,ALEXANDRE,79056308748,BENARD,263214195431,Maléate de dexchlorphéniramine,QUININE,08/10/2017,08/14/2017,2
283626835545,LEGENDRE,650440774574,LOUVEL,681021734325,Lamicol,FELODIPINE,09/07/1932,09/13/1932,56
283626835545,DUBUC,929855336339,ROUSSEAU,122944993242,Lomotil,MIANSERINE,05/07/1941,05/07/1941,730
283626835545,MALANDAIN,330266523243,GIFFARD,474814337424,Maxitrol,RIVAROXABAN,03/10/1953,03/11/1953,60
283626835545,DEHAIS,719361786232,THIERRY,284064093368,Dimirex,IDARUBICINE,12/04/1936,12/06/1936,15
283626835545,CAUMONT,260712058320,GOSSE,439713517317,Iskamide,CLOPIDOGREL,10/06/2004,10/12/2004,3650
283626835545,TALBOT,689190871633,DUCLOS,993671120117,Macromax,PROGUANIL,12/25/2007,12/27/2007,365
283626835545,FOSSE,375462405027,HENRY,103619031754,M-Prednisolon,PRASUGREL,09/07/2015,09/08/2015,56
283626835545,MOUQUET,665888657720,DESCHAMPS,318438768344,Liraglutid,MEFLOQUINE,04/07/1999,04/11/1999,15
969159787609,DELAUNAY,233366296957,LEBOUCHER,521120091980,Macrodantin,PREDNISOLONE,11/05/1996,11/09/1996,28
969159787609,LOISEL,412256346595,BLONDEL,916295870404,Lasiletten,FLURBIPROFENE,11/19/2018,11/24/2018,2
969159787609,ARGENTIN,413082562057,CHAUVIN,685290008086,Lipicard,LANSOPRAZOLE,02/24/1991,02/27/1991,7
969159787609,LECLERC,176875311320,GUERIN,314987000437,Gentaplex,CATUMAXOMAB,07/25/1943,07/31/1943,56
969159787609,MAUGER,522355645293,LAINE,635454115643,Livostin,METHYLPREDNISOLONE,02/20/1931,02/23/1931,5
969159787609,BOULANGER,775942854102,BARRE,800628039125,Macrodantin,PREDNISOLONE,03/04/1952,03/04/1952,120
969159787609,ROUSSEL,135747643279,FORTIER,783416028205,Lasiletten,FLURBIPROFENE,03/29/1962,04/03/1962,2
969159787609,LEVASSEUR,778583979667,LEVILLAIN,644064691457,Laroxyl,FLURBIPROFENE,02/08/1927,02/09/1927,5
969159787609,SAUVAGE,172018253942,SAUVAGE,448813853206,Laroxyl,FLURBIPROFENE,06/04/1984,06/07/1984,28
969159787609,FERON,653511979042,CARPENTIER,582345399548,Lasiletten,FLURBIPROFENE,03/25/1980,03/25/1980,2
969159787609,SOREL,136247343016,GUERIN,314987000437,Kenflex,DONEPEZIL,09/30/1983,10/05/1983,56
969159787609,COLOMBEL,664991314059,HERICHER,483777547219,Kanoprem,DICLOFENAC,06/24/2018,06/30/2018,30
288680152126,LECLERC,176875311320,DUMONT,191261723215,Canditrol,CARMUSTINE,02/03/1953,02/07/1953,3
288680152126,ANQUETIL,189556018703,LEFEBVRE,132478631169,Laroxyl,FLURBIPROFENE,11/05/2000,11/06/2000,3650
